feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,target
2.142638599548062,10,9.198502973698787,1.2805675950231312,96,3.312096296128775,2.4248529973368402,84,-1.1834855748046085,4.834566361283487,0
4.719862559622668,46,-7.439201085614409,5.294851717309873,20,8.190917858484646,6.185810762676763,22,-7.562809540225217,8.438925835314784,0
3.276490208280629,90,-8.296750836096628,5.195636935528453,55,-4.416604391609904,3.5662696410411163,81,-1.0945598110813641,5.855283638670439,0
4.488761258938807,11,-7.70163124420046,8.876178277027151,89,-4.969709491586554,2.9675760310287806,80,-7.75252613622595,4.141816574294069,0
-0.5971782109214487,28,-4.026080166124737,3.35681359219173,71,9.763907648670077,4.320370310483972,77,-4.00042771552134,1.7675476174724514,0
1.456933790980306,53,4.328988348108096,2.9006136048323348,69,4.314531777852649,5.316857300264751,92,-4.7331891207710335,3.622263235711324,0
3.600245530804165,38,0.11981632016545518,0.23774850687700866,82,9.898781756508143,7.740013779743889,12,-1.0474147050853517,3.444293850521238,0
6.854924863517165,9,-3.808774494552698,6.46935008403897,54,5.0926712270564956,3.180397185324542,89,-8.599307082626348,2.607459802412596,1
4.652728634419568,99,-9.857677896214367,3.8178290986465635,61,-1.5225044574859439,7.373216310446235,28,-2.6155666665747557,3.096493522933771,0
5.005691831793622,84,4.000704842675207,6.893042436820639,77,-9.657246938840602,3.3133483967054076,40,3.365883129199453,5.8709627633442985,0
6.37644542220457,5,9.123319428192318,7.3573472419631845,99,3.244530218734031,4.055805831441071,47,4.057625647417517,4.862246225153834,0
3.240927313981896,84,-8.91657813969246,7.530103747792882,84,-4.096067607578462,7.2205332529151995,7,-9.777546493767648,3.108405364631272,0
5.567254647614582,48,-7.176930890572,6.5989385802317635,6,7.340801157563586,6.3547324228981825,48,2.1583050493153593,4.565304414614621,0
3.3892669638687685,96,-4.520758220686602,4.04273598143851,95,-2.8152741956778566,4.832668558274668,0,-5.042874441443692,5.5236095404475085,0
1.5446610117587856,10,0.5818163849559514,2.2477842587151993,69,6.839597510478647,6.047500168436701,14,-1.783514466282913,3.2063640475556694,0
4.218200412489798,36,-2.438794426093917,7.0580385265050705,77,-8.891211858673584,4.2775691819668955,61,-7.8268196679456,3.317790938640788,0
6.147611724810115,22,2.4926649001833887,5.722784127348501,39,9.791974697062674,6.251202872921917,25,-9.980895617965807,5.667699427684148,0
5.677178101999603,93,-2.1197331959191317,6.113166660164006,85,6.090957330212628,8.366132552847985,97,5.8313289869967555,5.859926958765291,1
4.97633901104236,82,9.811297972704583,7.469666523778285,67,-1.4574162354533442,4.2203614999796635,90,-4.258912229527727,3.5260439147064884,0
9.784730531875452,68,5.468587156017344,1.334889749805782,67,-9.810457854123486,4.250959308196272,68,-6.619022470219747,4.86003714827636,0
5.825824320617557,14,9.845647369647526,3.150072893626409,36,-6.498897196123394,8.696511255875166,66,-0.7980104685418468,6.401604878025596,0
6.957472011874693,89,-5.268797006625194,5.18562050580799,72,8.485020715229904,1.5484224204052683,78,7.673832934973664,5.9526206576527505,1
9.476286676995905,98,4.908129435204756,3.2462841014130976,52,6.128785540614821,4.329345134099427,70,0.07942040826731933,2.3498102205332225,0
2.4118293536775024,63,-5.021907255998242,3.5093602090428595,2,1.0555155576161646,5.785735982596207,88,-7.560599547289835,4.553909649793209,0
2.922423579590093,57,-1.153232597047495,4.186499896467168,82,-3.067194689179402,9.957159206053106,39,-4.885419468894979,3.8028144509537016,0
8.487424450245861,44,-7.885044840974826,6.091153423684682,12,7.437190609796598,1.5776235225492785,61,-3.7750867451457033,3.5879599672752054,0
3.403874529517875,97,-4.83228233519859,6.430171920199626,34,1.090029691581595,3.0954758682279664,15,-7.911459901668674,3.3871098828746495,0
5.05936646060666,15,-7.907078411715758,4.76633279346089,28,-5.832302673933927,4.933155173568272,13,6.381674221092666,1.8699573703295655,0
7.138631938848697,53,-0.9835201946578547,6.94222459752636,45,5.175987604082428,4.580329175161816,98,0.9487177681672225,9.468091008494838,0
6.781412782586342,79,9.336128533281393,7.999693121992685,1,3.3698161575484935,4.121883815863978,98,8.022822559809267,4.892086889875688,0
8.509772363962218,34,3.712114289055741,2.7408663166031797,82,-2.282034505626129,6.068875387476083,4,2.334360090123198,7.602553510764011,0
7.991288274066939,13,2.166551658077939,6.104911864671475,22,-9.243127528458526,1.0825441951281825,75,-9.482031537748734,5.330698219461252,0
7.1387853394114735,53,-7.2462533233513255,1.5985625865289537,6,-7.064712187641538,5.660157300171305,27,7.719767792426033,-0.2870393406736902,0
3.4545825715056173,91,-8.952315133003825,4.226518269777133,79,2.428458270319581,0.09090963749666514,28,-7.641471875618597,5.796644606035443,0
6.5897253355864365,97,9.934467781065454,7.788875742232688,18,7.686765126691011,3.885434454858182,83,2.1105073732822284,9.110667126482035,0
5.628543989013734,43,0.8766181725494171,1.3403131953939988,36,-5.081807726346598,8.930590635905212,87,-2.8510818628069456,4.98161363396133,0
2.347469080119088,80,-0.3617773585637387,5.488422186875543,80,-2.9317036560860332,5.280879198983189,50,4.39327760020965,3.986010205464278,0
7.834598092953705,71,8.040075510577289,5.138230241564524,11,3.356640394197182,4.948774332222741,15,-8.399066912702324,4.085141702219187,0
6.614473069157133,89,-8.967095259667966,5.88157747975292,73,7.399372585914918,3.2388143537639325,34,5.850972968992361,4.506095503872037,1
5.090980161262194,42,-6.266653648496094,2.339188782923881,55,9.233808526145811,4.026036755249062,51,6.044381573064932,7.836190016953635,1
4.533815878031173,22,5.29746528159138,4.031863451809726,53,-9.40344703968282,4.066263831230183,1,-5.404731816392221,3.9743515482938268,0
2.603397710598426,71,-4.085059870583945,5.113034636949964,44,-3.7945527565087955,4.251963499592712,51,-6.753404685673332,2.5511590663745904,0
5.3990481471172656,0,-6.109332961676328,3.9795264502049763,35,2.370594070973212,6.522674020656706,23,2.7857159583854756,6.0088268361500505,0
5.936878238891288,82,5.734129716418723,9.311736786253645,72,-6.978929422660638,7.727303284877744,83,2.991635049456292,8.169081990279242,0
3.337690031513442,67,8.894344247574068,2.682981202127153,44,-5.752505936791779,5.192154488590951,4,-4.26499768209707,2.505403106299251,0
7.324408098199059,51,-2.6817895937900733,7.019296420497776,24,7.997327248492084,5.194017053093789,66,0.8410316298455474,9.791076793360777,0
2.8055939070339315,46,-2.336714634484263,6.164632629477035,76,-1.9545685667403827,1.6086883702908916,97,7.642254848715286,4.132269886556533,0
0.7537992999151166,90,3.5723938962944537,3.049662385746668,45,-1.0075842922833544,5.0386193413284355,26,0.07443341555292093,7.964977325570745,0
7.079454181785401,76,-4.19544902080748,3.4620252815371337,48,-1.306012095875138,3.108055463805168,50,-7.856963015558758,5.550256778510739,0
4.193267923795785,17,2.123812562831615,3.8893678114335843,73,3.701404466623657,2.7449563839640674,96,7.521045847820254,6.753612867864382,0
4.747940829373969,68,0.6980648819221873,6.389712924413123,82,4.73396566439115,6.922024090371291,50,-6.644885405864722,5.762195636194978,0
3.3249665543498934,43,0.0798427881527548,4.095050088900546,90,4.5351183665974855,8.54803559346901,36,1.5028460390285598,4.751871610397227,0
1.7880744785651945,47,5.588350834420343,6.729192414483884,82,5.500801207201755,6.152318157315417,65,6.178664324833516,0.5707752976935287,0
7.510474749448437,17,0.8540907413320014,2.3899106724584924,66,-0.11248407920085413,2.955071756418749,71,6.008048209456636,-0.8155435080294797,0
3.622262032306157,20,-3.19895978448346,6.3046067555413785,25,1.028535978570913,4.921068394289927,39,-4.84655900023804,5.365371629482352,0
8.32190497629588,64,0.7928086720975163,3.582796788656668,19,-0.16269031713317794,7.1928483409637,96,0.9196183280537635,4.550760428380423,0
6.614616372421457,20,7.251925712571577,8.449452013761233,95,5.453976304483007,5.204948226605302,15,0.8443339690453868,6.219727673845544,0
4.37048370656508,26,5.458430202303573,8.682063271368797,28,5.1944242968267424,5.6453370468634345,23,-0.9101699579045679,1.5190988097591225,0
2.828195197746267,31,7.447331563069088,6.254990115756877,35,-9.608384604392084,6.156429201386604,40,9.278912712149616,3.578943364308037,0
3.5350760265590857,19,-5.991095216144986,2.581736929777931,64,-3.5997338976593944,3.5925836623645533,50,-2.219834737495301,4.582443491807601,0
2.5749537378096607,45,9.113663598161931,5.1422388509350085,19,-3.2597575093005844,5.278166443291342,22,-4.478036208761664,7.259105244344821,0
9.174226719176371,64,-8.232069500107064,6.988903832282103,92,-9.407351803242754,2.566510177362619,1,2.964907441924767,6.904855156435143,1
5.32888246045965,19,-3.733724702600945,7.789755855818637,73,6.2744631755261295,6.419247732381572,26,4.85262629219541,2.118517342039211,1
7.300411085093264,29,6.359442649385574,4.884744356967985,96,5.839890137835484,2.023241962723686,49,-8.167933983632373,3.068019896734584,0
2.465295901979545,67,1.5680460090824315,7.496833434624548,57,-9.79552607300801,4.109906462592274,44,1.7581922482159733,5.836239632664023,0
5.362070259194008,17,2.6397629926681017,1.0213819404419104,11,5.698720257308871,4.057320967477377,54,-9.761766761662564,5.553078538768389,0
7.355723877617157,70,8.461535907735588,5.078248268033347,85,4.137448211778876,3.6468541167317547,39,-8.437436833748844,5.537896229594012,0
4.329978476133968,15,-3.323856486743222,7.080033862985626,78,9.379183369678373,6.608053401477876,72,4.95286342082823,7.962031306727594,0
7.062228917843484,81,1.6939503328959908,4.134306026301548,95,-8.592598843933253,2.0341530725976287,1,6.140498129910931,5.943424094959935,0
2.830864175988467,32,-3.073884715925499,3.8605429727398954,62,-3.367456968301072,3.060537996801467,20,-6.708875874430049,6.573799779845508,0
2.2730569107628313,91,8.04357072654997,6.894457127166485,77,3.0374506095031677,5.3959085595800795,65,4.567117489520243,6.783821507507443,0
5.758801224156272,35,-1.7039138830795348,2.721644514770723,94,4.332653614489814,3.937361841346693,94,-8.272704555056086,4.180212499928746,1
4.241647130854895,17,0.05539158900484509,2.1900882989989934,25,-7.6498483164357145,5.000680495379208,59,9.317902472614541,2.227291006535244,0
6.284109378543663,26,7.479940933430992,2.838494002944742,33,3.336503465502192,6.876094790206864,73,-9.064785851316405,8.974443601291128,0
1.044224136959102,86,5.751021721387996,7.517694217750105,30,9.292299059340568,3.5254183410199484,22,-8.840831364924338,5.445968765301076,0
6.424529270941036,97,-9.474460534021143,3.7163921786138427,73,0.9404364738877398,3.429208408135907,52,-5.186237729927276,3.4845219103328424,1
10.19660785453863,10,-8.447088212244305,4.941722604782399,71,-0.16359316297524806,3.3944134280999267,44,-2.69739560329125,3.2862295930867873,1
4.950748037137039,36,-8.060710121370587,7.945594763802035,78,3.567640971802108,8.990510488394373,95,-0.654549300928176,6.525262191341849,0
5.068284257819683,42,1.5684323955909036,5.9658622650864555,23,8.221803651846464,4.546336989945241,62,-2.6953680965846827,1.7666091680003446,0
5.359098969277358,69,-4.054966711049222,7.169968870832925,0,7.6748189367866395,7.9290139101329284,30,-8.454544796995762,1.0137090172991443,0
1.2760485784164257,21,-7.669511213062559,4.62059744072992,26,-9.680943264568347,3.517408564207158,45,3.992393734494044,2.9580596241553163,0
5.8522932793806195,97,1.8497872511337938,4.7703501226533485,36,4.235938819246039,7.130671545768689,36,-3.6347347926318685,9.538089098971572,0
1.7891805119680706,32,-3.079777716297203,4.430047183299976,66,4.891848414233976,5.810599905322512,95,3.159365767307804,6.8128561193353665,0
4.144640803752392,94,5.644829380658869,1.6258302446638462,18,-0.6763200234706463,4.222666178977815,52,2.9127825750492438,7.156625904170328,0
7.485739099207474,97,3.8899358787805447,6.379195222031981,92,-2.1248127696734898,5.7560230341991865,26,4.5967727617812475,4.410114573119874,0
3.5295660877998474,10,1.4595004305260098,10.338610275153641,57,-2.8774449009350533,6.7343152789063545,83,1.152992040792613,5.883370740663014,0
6.0024979791348,31,0.7317771001603965,5.439294518429487,73,-1.666732520421366,4.610829222730298,23,-0.5575726354806765,5.613113357883842,0
7.0254781079127415,73,1.5632644831983065,5.240996433855818,66,4.537103269710261,4.733118553758029,5,-7.470764328444764,4.68578507904411,0
5.557481712192,5,-7.800008205871096,5.076033623344811,20,7.5468811258868875,5.421328067460684,98,-1.6946223660077369,4.898027331673705,0
2.2581030598107845,83,-3.409364250537525,5.956416901869017,80,-3.816648141693644,3.2514488762956844,19,-3.327023912840965,4.631029789369653,0
4.3350494492971725,26,-9.152339182446493,6.52091844911391,73,-0.4609639639224383,7.793152455420582,54,-6.706801291317879,4.087436325554441,0
8.918822684776572,12,-7.181921818467463,3.8742877343072513,98,-6.84353930128065,3.5700956772880046,76,-7.5530563990130055,5.030201745229849,1
0.9499084740050581,68,-7.565777771621363,4.318676132929214,54,3.042486417037914,4.922515025800731,2,-4.690919290856823,3.87952581771604,0
4.448427972267649,42,-2.1868086960926743,5.554540291361604,99,-2.863722705408107,8.510693731196064,20,6.473724280778658,4.507241245691275,0
3.895783857023784,1,2.0966576526683607,3.6386598659014675,98,-7.6342602144794665,6.978220833648934,21,1.5208649877764735,3.9630777512178526,0
5.2414947261942775,90,-7.319949999941853,1.4132818639785314,91,4.205197547537132,7.361986843956329,54,3.284008954836878,4.270084352831132,1
6.496431234374461,50,6.107254427938443,6.5966252460891805,33,8.923408715190096,6.015044600430189,0,-8.142870058265048,6.103734172155839,0
8.217381936044106,65,7.603725226669738,6.4830074759957474,11,-8.3024279605974,7.675075640270302,75,-2.9807765882958437,6.9708009605861605,0
4.459535215981684,80,8.494365044420622,2.683476555381362,46,-4.895588505902531,6.146859577674755,30,6.31451677576845,4.4803627404834145,0
6.624682659953641,86,-0.7753503903341237,6.095882535502417,91,-8.150169696700528,3.9733519102713135,94,2.0750234451788323,5.902296343014705,1
5.999480289730346,74,7.549028681422097,8.918050150861914,0,-4.134376115789513,4.101702212844924,31,-8.530581723813919,5.528465275071528,0
5.948694595743601,53,8.106466689854102,2.4578067304275395,91,-3.537469837053269,5.776040166638731,66,-0.015899192185468536,5.942443587714132,0
3.8721521369470553,98,-1.4059096587138704,4.577773801935763,25,-3.6828388093058173,5.9191423783059935,67,-0.7703069193249767,5.038114275225353,0
3.0053570624481987,87,9.815716653733404,4.932566731188255,41,4.322024754225142,6.2339086740207215,85,-0.722823178647154,4.514891518622666,0
2.799913774758606,45,-8.547634401073527,3.441308017174932,80,3.7556152279717896,3.4475905539906284,67,3.313078414390665,4.253581858452535,0
3.487125581201753,79,-5.740226411263041,6.708192774279368,93,-7.08371860713668,8.424421065167598,49,1.153796477429962,4.774120697280312,0
5.643373151732453,70,1.1207368202922208,3.3984267907086307,78,-1.9378115609754758,3.721535355554801,87,4.678420906937204,4.996820378908106,0
6.521898786256659,10,-9.886108707206201,3.7274103215239296,15,2.0540242401018958,7.877315345023047,59,-6.869740927568393,2.4843314057541903,0
5.64693769571379,59,-3.3001376066870076,5.098719219647548,66,-8.60558665905085,8.556482497586947,3,7.828800049832449,3.5252798805794616,1
3.902089807608518,35,2.926580784750481,6.9660717277532695,44,1.8462356963684847,5.4243737545947806,82,6.933951192169051,1.8354525809813755,0
8.61194021986495,7,9.513843949056092,7.3343820465697185,53,8.30686148951473,5.724610943795246,3,-6.841758047486442,3.201443066860849,0
8.03773124726308,26,6.669527709647436,4.792132692343063,43,6.030350925528822,3.6202913300550463,55,-7.042046561490157,5.213969561830508,0
4.291999774499653,43,8.463697373552858,5.292606343731052,20,-1.6379399651738389,4.907776376453323,87,4.945398509735938,5.895275198265407,0
3.3531371880286684,26,-9.246754339846694,7.897282412851567,5,1.1143286483326786,2.932038568790606,94,-1.0553940710006664,1.3326913909595342,0
5.260429908315939,45,-8.574579820823127,6.3753655718364035,8,2.7189038742814837,7.1938284781563855,13,-5.662137684878752,6.620323002502246,0
7.534597290108706,70,6.0565792139478845,4.220134293853008,90,-1.0942274215676733,3.948909607678991,30,5.3124618569544335,6.0703904987495205,0
5.6655299545082345,46,1.4060379240187544,4.994385612661816,99,-5.142214663771105,3.946395345049668,34,-6.051186954960938,10.186644932128786,0
6.113097409820089,2,-1.9859926314902605,4.752231842268065,79,-1.6999653951329918,2.33699223394275,79,-4.6296181283393185,7.580047689290057,1
4.575839755448748,45,2.8035650791626328,7.7983071083744555,48,4.129526709763853,4.653875369355495,17,7.106093093960681,1.9735939479922533,0
5.912541790404461,5,-6.749868118080993,2.541543741692435,66,6.185502656377761,7.703964825954131,53,5.598736158781957,3.9410717133381072,1
8.089088902912277,58,-5.4840933606401565,6.222582633437393,71,7.580453459491306,3.8754579294225384,99,6.959237381611274,9.900665247127165,1
4.520662437044578,17,9.58927118101547,1.1535292634826555,76,-5.4137251942001825,4.321181908405186,64,0.8965360841995267,0.28464906944358415,0
5.286615465015745,64,4.2841398473950125,3.218813317315622,23,-9.881199796023573,5.376175009351471,57,-2.075123973515412,6.127994035136507,0
5.507632953099255,2,9.569987799329652,1.8100265410690355,33,8.353630184823075,4.311998843631453,50,-1.0349570956955034,8.194963852164113,0
5.567450711542074,66,7.157195511127657,2.7562688739766914,71,6.842133260914672,5.821081505286001,35,-6.0897689330192435,6.733338200825273,0
2.1762222478575453,20,-2.158556561203695,1.9379653891349409,78,-3.288079271066648,2.9486434880291625,66,2.0369768237103685,4.585444452285427,0
1.246262688252211,1,8.842335770151855,6.760542349561186,71,0.7665796804391292,6.656914462123782,75,3.9140273548078035,6.671375560804193,0
2.9606898581563215,72,-7.145091492153934,0.6986942904543731,67,3.7367473391532524,5.0695553296887805,12,0.33211311227867846,6.047547824164521,0
5.335884590803336,10,-5.6918139349871595,9.218052720942236,7,6.476432506473792,5.723668076696864,79,-6.41347011167279,4.499414696974301,0
6.107712332006423,39,-8.655788832138978,8.89885168064536,23,9.54439249015714,5.058946953971721,12,9.687028675650179,6.2210349815486445,0
3.9386508804527516,10,-1.5024803413193126,5.433849562697597,13,-3.794981266345159,1.9436787964412678,39,1.55216830499484,4.498273790062027,0
7.7545149657346135,13,3.6753910822690887,6.1505217816427615,25,-0.6867705582930483,3.571483073581094,8,1.6063433821871769,7.428351812305415,0
4.713648051347626,94,-3.084098140599558,3.565893440999659,0,-8.132797063860762,6.638972740113121,59,-1.00485270902416,6.005978395963276,0
5.040631996469249,0,2.9282192474710893,6.550641575695125,75,8.770046233704846,7.78261769770352,14,2.67292988181093,3.9488461043818956,0
4.612072258894675,40,0.11329542015313265,5.298960425785417,64,6.82778459072987,5.709304652542274,16,9.108086809789636,6.69194650866439,0
5.26805358549333,20,7.447784525819156,1.9032608075811153,34,-1.2123531869453092,5.039925501392776,62,8.733108790627242,1.9233762362728282,0
6.408948148087207,81,-3.8658676614403342,6.11831619621496,60,1.1064952121098237,3.3151052327709536,15,-7.004043223834895,4.250729956715775,1
6.331306875824662,18,7.518007073345455,4.622051651946732,98,-2.112874666483739,2.6422302443397108,71,-1.52585411167715,9.67641710736235,0
3.2031541187808195,55,2.668173499491475,1.153524482222116,70,-4.297869497095501,4.2294986297105295,67,7.772105806418217,5.335454333930686,0
8.047327552957055,43,3.3318550326388685,6.659072937373428,50,-9.690955239430748,1.8331843748637637,39,-6.0698630886241345,6.064789128567199,0
2.809947085146165,71,-6.0934110526715335,5.581049563529586,60,-7.605834979442177,5.340479644778456,95,5.065857613036064,5.622167207466406,0
5.158454028181225,4,-6.5116214144561475,4.962990686505633,4,-5.048167529249506,5.526351619949597,47,5.360941136346458,4.383827042650685,0
4.451206852955295,56,-4.395503858457355,4.454492657282264,72,4.096837755383472,5.367268983513893,86,-6.354992892783824,4.106975690990238,0
2.9020166453630254,63,7.9647570086345,2.8097265441592607,80,1.6467662011155682,3.2019747584303238,42,-9.882542268073209,3.645177199712105,0
4.849758824052337,44,6.411722886211628,4.068147479663689,63,9.936957986929958,3.5286915364228824,68,1.4936096116770372,6.51498724600103,0
3.5183724534152034,74,5.978119482168056,3.5052025013487835,37,3.5606981437153156,6.176784920492633,62,-6.5504679999285536,4.124945603415508,0
5.145814486552104,82,-9.557010689578549,3.5437699199738737,20,-0.03148492252508461,3.558696355815302,46,2.065835615597978,6.384062300584834,0
5.806171922438734,0,4.95206575955465,5.639778484623535,17,-7.422765441650167,4.8911035956524165,21,9.809150809666157,8.000362459603643,0
7.9438587379465435,0,-3.7088761888902226,7.470146198333687,7,-9.453493615647941,4.527413740249434,33,3.8536682068146852,5.237229927769841,0
5.614768437254829,18,9.82269684816361,5.94274501070765,13,-3.3279211503583888,4.90031962821223,56,-0.1811232606850428,4.770747414383233,0
3.77754931939035,61,-6.909790748590334,0.022829916280888263,65,2.66334403739304,7.048353859018103,80,-1.7783543668421853,4.745731393267185,0
4.216760378560797,75,1.0487083033640552,5.159996089855322,23,-5.960980897658534,5.754033102601555,47,1.5388485379161416,4.057049251474842,0
5.279956212229127,96,4.987928006268303,7.393166502441288,64,2.529591201031291,1.9128764075223534,74,-5.878569347236646,4.155967828905853,0
5.186921658924303,25,6.172039731796783,5.541774530403117,83,2.4089289996408816,1.8286736412539444,9,-1.2475254059867975,6.25463550645218,0
7.919178536456842,12,8.178052519860316,3.5057756325028073,52,-5.685385308778168,4.368459740973929,37,7.185376074971842,2.989338881255041,0
7.79070585951391,84,-1.1114788193798226,7.422015651575364,88,4.483355830338267,7.54813846396001,27,-0.544111333358476,6.142855259559788,1
4.282128147515477,57,1.2075656046167644,8.01060490613331,89,-1.9579168468369996,6.707538306169019,5,-6.011918710910507,3.239114324166335,0
3.9027157436276037,0,-2.7083059609274933,6.078956474203554,0,1.5498254512764582,6.341179037270031,83,4.8137075263021,5.1448349842818315,0
-0.11410920813571668,47,-5.464914646245271,7.626539225781439,34,-6.475444153167911,3.860851317657068,97,-3.5920315209220384,0.6432708574703785,0
3.90215917335556,75,9.65615501128628,3.83362004058152,95,-4.902566942250086,3.449141520696033,58,9.445809605325778,6.625085024112799,0
3.0438845878314327,49,-8.941188479018628,7.345280904324245,88,-3.9858561365022087,6.507352689737033,90,-7.359220252763086,8.549369307976573,0
4.2903510838103625,95,-4.6116702125840785,5.700462497741868,89,4.931647838103661,5.261290687058315,28,6.95898069752435,3.8507749952106893,0
5.783168484700222,16,-2.386358049703685,5.208530324203974,51,6.062334512399211,4.86276068007834,65,0.0362706734294207,4.406621113067815,1
5.354384658397976,88,-5.941093401007295,6.575469967368229,63,-9.354786009141607,6.720481131045119,61,-0.2233764071345039,5.903543461491821,1
4.940063985904915,98,-4.78978248429952,9.25713522247044,80,7.367997046321101,6.316076336786363,47,-8.457264570306616,8.24463954726934,0
5.399164222177028,36,-7.579667378654067,8.621010148985299,5,5.3361029282404875,2.8655385727350104,29,4.406536119559254,6.57308763827219,0
4.747764453538016,25,-0.5038470037685023,3.435217091987261,68,2.2894543485814296,4.256250616540773,49,-6.863446887530444,2.1785001403021527,0
5.394037865086952,75,3.9580793905114486,4.361254114655711,0,-0.4580800110753138,6.951743827805739,20,-7.945061555922328,4.970850679268966,0
-1.4621100158386247,39,-7.0934862905489755,7.55710060311932,18,-3.6316376906840304,8.181474967506059,60,-3.266201643763436,7.595204151106463,0
4.461413020498491,12,2.9824860235044053,4.9549085583561405,9,-7.544150711161459,4.514133236985795,51,2.595015620437138,8.228741794200014,0
4.778298557893986,83,-7.821411842794312,5.507635267681767,87,3.800095401025178,5.1853386885542765,32,-4.373961697706735,5.50503794863869,0
4.317476567586828,46,0.6900648019920759,6.4220362362932235,28,-8.213784323363416,5.391929904282717,11,-5.6218429614609144,4.749696479347728,0
4.564107475794117,40,4.272606397244772,1.8528294011117632,10,-0.8966588527826413,2.701334135863061,39,6.247373913153574,5.140508650190201,0
6.4066202356134605,93,3.2404517815892486,7.103684859844169,86,-8.155204574755963,5.117569831097185,66,4.448269709601673,5.466468266303374,0
3.8037893373183493,48,4.043869276795176,3.7190613396462013,19,-0.9441069531432138,1.5352846430681435,31,-6.878836964751914,5.512921197573499,0
9.401404198434257,28,4.838885032103599,5.8681056583660345,27,-4.846762023663693,4.315855277121822,18,-0.2575805616050175,3.7256720138066157,0
6.376593860444177,62,2.415088651002238,2.6193662278456897,85,8.925404299747267,6.766706208487823,88,0.0903207254188807,3.733424502214071,0
4.987385498172256,31,4.976541193823545,7.7280275242846805,23,-3.7284293426834214,3.391928250758379,24,1.9076089822552067,8.096020446384252,0
